id_candidat,matieres_preferees,moyenne_scolaire,competences,centres_interet,projets,preferences_professionnelles,environnement_travail,parcours_cible
cand-001131,matiere_synthetique_20,8.0,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 3, ""competence-statistiques-informatique"": 1}",design;management;agriculture,projet_personnel_tech,recherche,teletravail,parcours-igglia
cand-000660,matiere_synthetique_9;matiere_synthetique_8,8.58,"{""competence-techniques-informatiques-gestion"": 3, ""competence-electronique-systemes"": 4, ""competence-multimedia-telecommunications"": 2, ""competence-statistiques-informatique"": 5}",ecologie;agriculture;tourisme,,enseignement,terrain,parcours-isaia
cand-000886,matiere_synthetique_15;matiere_synthetique_4;matiere_synthetique_9,12.39,"{""competence-techniques-informatiques-gestion"": 2, ""competence-electronique-systemes"": 2, ""competence-multimedia-telecommunications"": 4, ""competence-statistiques-informatique"": 5}",informatique;tourisme;management,,recherche,bureau,parcours-isaia
cand-000900,matiere_synthetique_11;matiere_synthetique_17;matiere_synthetique_11,18.78,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 3}",robotique,projet_personnel_tech,entrepreneuriat,bureau,parcours-esiia
cand-000525,matiere_synthetique_15,10.62,"{""competence-techniques-informatiques-gestion"": 3, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 2, ""competence-statistiques-informatique"": 5}",finance;informatique;ecologie,,fonction_publique,terrain,parcours-esiia
cand-000236,matiere_synthetique_10;matiere_synthetique_11;matiere_synthetique_4,18.98,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 4, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 2}",finance;robotique,,enseignement,bureau,parcours-igglia
cand-001801,matiere_synthetique_7;matiere_synthetique_9;matiere_synthetique_4,13.13,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 3, ""competence-statistiques-informatique"": 5}",robotique;sante,,fonction_publique,teletravail,parcours-igglia
cand-000560,matiere_synthetique_11;matiere_synthetique_15,11.79,"{""competence-techniques-informatiques-gestion"": 3, ""competence-electronique-systemes"": 1, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 3}",finance;management;ecologie,,entrepreneuriat,terrain,parcours-imticia
cand-000229,matiere_synthetique_17,12.6,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 4, ""competence-multimedia-telecommunications"": 1, ""competence-statistiques-informatique"": 3}",sante;management,projet_personnel_tech,enseignement,teletravail,parcours-igglia
cand-001857,matiere_synthetique_12,9.71,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 2}",tourisme;informatique;agriculture,projet_personnel_tech,recherche,hybride,parcours-igglia
cand-000298,matiere_synthetique_16;matiere_synthetique_1,9.95,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 3, ""competence-multimedia-telecommunications"": 2, ""competence-statistiques-informatique"": 4}",management;agriculture;tourisme,,fonction_publique,hybride,parcours-igglia
cand-001051,matiere_synthetique_2;matiere_synthetique_13,9.39,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 4, ""competence-multimedia-telecommunications"": 3, ""competence-statistiques-informatique"": 1}",ecologie,projet_associatif,fonction_publique,teletravail,parcours-igglia
cand-000926,matiere_synthetique_19,10.62,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 4, ""competence-multimedia-telecommunications"": 4, ""competence-statistiques-informatique"": 0}",robotique,projet_personnel_tech,salariat,hybride,parcours-igglia
cand-001374,matiere_synthetique_16,15.56,"{""competence-techniques-informatiques-gestion"": 2, ""competence-electronique-systemes"": 3, ""competence-multimedia-telecommunications"": 2, ""competence-statistiques-informatique"": 5}",ecologie;tourisme,projet_personnel_tech,salariat,bureau,parcours-isaia
cand-001743,matiere_synthetique_10;matiere_synthetique_13,19.53,"{""competence-techniques-informatiques-gestion"": 1, ""competence-electronique-systemes"": 4, ""competence-multimedia-telecommunications"": 4, ""competence-statistiques-informatique"": 5}",management,,fonction_publique,hybride,parcours-isaia
cand-001239,matiere_synthetique_10;matiere_synthetique_11,11.54,"{""competence-techniques-informatiques-gestion"": 2, ""competence-electronique-systemes"": 3, ""competence-multimedia-telecommunications"": 4, ""competence-statistiques-informatique"": 1}",design;robotique,projet_personnel_tech,enseignement,bureau,parcours-imticia
cand-001206,matiere_synthetique_2;matiere_synthetique_20,16.7,"{""competence-techniques-informatiques-gestion"": 1, ""competence-electronique-systemes"": 1, ""competence-multimedia-telecommunications"": 1, ""competence-statistiques-informatique"": 4}",robotique,projet_personnel_tech,fonction_publique,terrain,parcours-isaia
cand-000697,matiere_synthetique_4;matiere_synthetique_19;matiere_synthetique_4,13.94,"{""competence-techniques-informatiques-gestion"": 2, ""competence-electronique-systemes"": 4, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 5}",agriculture,,enseignement,bureau,parcours-imticia
cand-000047,matiere_synthetique_11;matiere_synthetique_7,15.75,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 4, ""competence-multimedia-telecommunications"": 0, ""competence-statistiques-informatique"": 5}",design;robotique;agriculture,,salariat,hybride,parcours-isaia
cand-001665,matiere_synthetique_6;matiere_synthetique_10;matiere_synthetique_18,12.88,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 1, ""competence-statistiques-informatique"": 4}",sante,,recherche,teletravail,parcours-esiia
cand-001998,matiere_synthetique_2,15.5,"{""competence-techniques-informatiques-gestion"": 0, ""competence-electronique-systemes"": 0, ""competence-multimedia-telecommunications"": 1, ""competence-statistiques-informatique"": 1}",tourisme,projet_personnel_tech,recherche,hybride,parcours-imticia
cand-001288,matiere_synthetique_19;matiere_synthetique_13;matiere_synthetique_6,10.37,"{""competence-techniques-informatiques-gestion"": 1, ""competence-electronique-systemes"": 4, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 1}",ecologie,,salariat,teletravail,parcours-imticia
cand-000595,matiere_synthetique_16;matiere_synthetique_17;matiere_synthetique_17,12.9,"{""competence-techniques-informatiques-gestion"": 3, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 3, ""competence-statistiques-informatique"": 3}",management;sante;finance,,recherche,bureau,parcours-esiia
cand-000751,matiere_synthetique_14;matiere_synthetique_3;matiere_synthetique_12,12.21,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 4, ""competence-multimedia-telecommunications"": 4, ""competence-statistiques-informatique"": 5}",tourisme,,fonction_publique,hybride,parcours-igglia
cand-000749,matiere_synthetique_13;matiere_synthetique_7,14.17,"{""competence-techniques-informatiques-gestion"": 2, ""competence-electronique-systemes"": 1, ""competence-multimedia-telecommunications"": 2, ""competence-statistiques-informatique"": 3}",finance;ecologie,,enseignement,teletravail,parcours-isaia
cand-000289,matiere_synthetique_7;matiere_synthetique_10;matiere_synthetique_9,16.85,"{""competence-techniques-informatiques-gestion"": 3, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 3, ""competence-statistiques-informatique"": 1}",sante,,enseignement,hybride,parcours-esiia
cand-000270,matiere_synthetique_2;matiere_synthetique_8,8.22,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 1, ""competence-multimedia-telecommunications"": 2, ""competence-statistiques-informatique"": 5}",informatique;agriculture,projet_associatif,enseignement,hybride,parcours-igglia
cand-001253,matiere_synthetique_13;matiere_synthetique_9;matiere_synthetique_14,15.98,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 4, ""competence-multimedia-telecommunications"": 2, ""competence-statistiques-informatique"": 2}",finance;tourisme;design,,recherche,hybride,parcours-igglia
cand-000531,matiere_synthetique_14;matiere_synthetique_12;matiere_synthetique_19,12.36,"{""competence-techniques-informatiques-gestion"": 0, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 1, ""competence-statistiques-informatique"": 5}",ecologie;agriculture;finance,,recherche,bureau,parcours-esiia
cand-001180,matiere_synthetique_4;matiere_synthetique_12,17.57,"{""competence-techniques-informatiques-gestion"": 3, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 3, ""competence-statistiques-informatique"": 3}",robotique;sante;design,,recherche,hybride,parcours-esiia
cand-000659,matiere_synthetique_10;matiere_synthetique_1;matiere_synthetique_8,16.34,"{""competence-techniques-informatiques-gestion"": 3, ""competence-electronique-systemes"": 2, ""competence-multimedia-telecommunications"": 3, ""competence-statistiques-informatique"": 4}",tourisme;ecologie;agriculture,projet_associatif,fonction_publique,teletravail,parcours-isaia
cand-000172,matiere_synthetique_4;matiere_synthetique_1,7.03,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 4, ""competence-multimedia-telecommunications"": 4, ""competence-statistiques-informatique"": 4}",sante;ecologie;robotique,projet_personnel_tech,recherche,bureau,parcours-igglia
cand-001994,matiere_synthetique_6;matiere_synthetique_5,12.45,"{""competence-techniques-informatiques-gestion"": 1, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 3, ""competence-statistiques-informatique"": 3}",robotique,,salariat,teletravail,parcours-esiia
cand-000833,matiere_synthetique_9,18.14,"{""competence-techniques-informatiques-gestion"": 2, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 0}",agriculture,projet_personnel_tech;projet_associatif,entrepreneuriat,teletravail,parcours-esiia
cand-000482,matiere_synthetique_1;matiere_synthetique_8;matiere_synthetique_10,11.53,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 4, ""competence-multimedia-telecommunications"": 3, ""competence-statistiques-informatique"": 2}",management;informatique;robotique,projet_personnel_tech;projet_associatif,salariat,terrain,parcours-igglia
cand-000197,matiere_synthetique_9;matiere_synthetique_3;matiere_synthetique_12,16.7,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 4, ""competence-multimedia-telecommunications"": 4, ""competence-statistiques-informatique"": 4}",ecologie;management,projet_personnel_tech,salariat,bureau,parcours-igglia
cand-001177,matiere_synthetique_18;matiere_synthetique_9;matiere_synthetique_11,15.06,"{""competence-techniques-informatiques-gestion"": 2, ""competence-electronique-systemes"": 1, ""competence-multimedia-telecommunications"": 2, ""competence-statistiques-informatique"": 5}",informatique;agriculture,projet_personnel_tech,salariat,bureau,parcours-isaia
cand-000588,matiere_synthetique_2;matiere_synthetique_4,16.86,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 3, ""competence-multimedia-telecommunications"": 4, ""competence-statistiques-informatique"": 2}",informatique,projet_personnel_tech,recherche,bureau,parcours-igglia
cand-001794,matiere_synthetique_17,12.42,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 1}",agriculture;informatique,projet_personnel_tech,entrepreneuriat,hybride,parcours-esiia
cand-000580,matiere_synthetique_2;matiere_synthetique_5,10.59,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 4, ""competence-statistiques-informatique"": 1}",management;design,,entrepreneuriat,hybride,parcours-igglia
cand-001088,matiere_synthetique_8;matiere_synthetique_16,14.08,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 1, ""competence-multimedia-telecommunications"": 2, ""competence-statistiques-informatique"": 5}",ecologie;design;informatique,,salariat,bureau,parcours-isaia
cand-000933,matiere_synthetique_20;matiere_synthetique_19,13.92,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 4}",robotique,,recherche,bureau,parcours-esiia
cand-001683,matiere_synthetique_20;matiere_synthetique_8;matiere_synthetique_5,17.22,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 4, ""competence-multimedia-telecommunications"": 3, ""competence-statistiques-informatique"": 1}",finance,projet_associatif,entrepreneuriat,hybride,parcours-igglia
cand-001252,matiere_synthetique_17;matiere_synthetique_6,11.01,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 2, ""competence-statistiques-informatique"": 0}",sante,,fonction_publique,teletravail,parcours-igglia
cand-001489,matiere_synthetique_10;matiere_synthetique_20;matiere_synthetique_19,8.74,"{""competence-techniques-informatiques-gestion"": 2, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 4}",ecologie;agriculture;finance,projet_personnel_tech,recherche,teletravail,parcours-esiia
cand-001978,matiere_synthetique_12;matiere_synthetique_5;matiere_synthetique_8,12.23,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 2, ""competence-multimedia-telecommunications"": 3, ""competence-statistiques-informatique"": 5}",sante,,enseignement,terrain,parcours-isaia
cand-001205,matiere_synthetique_4;matiere_synthetique_11;matiere_synthetique_17,12.59,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 4, ""competence-statistiques-informatique"": 3}",ecologie;management;robotique,projet_personnel_tech,entrepreneuriat,bureau,parcours-igglia
cand-001182,matiere_synthetique_6,17.41,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 3, ""competence-multimedia-telecommunications"": 4, ""competence-statistiques-informatique"": 3}",informatique,projet_personnel_tech,salariat,terrain,parcours-igglia
cand-000629,matiere_synthetique_2;matiere_synthetique_3;matiere_synthetique_7,16.51,"{""competence-techniques-informatiques-gestion"": 3, ""competence-electronique-systemes"": 4, ""competence-multimedia-telecommunications"": 0, ""competence-statistiques-informatique"": 4}",informatique,,entrepreneuriat,teletravail,parcours-esiia
cand-001143,matiere_synthetique_3,15.08,"{""competence-techniques-informatiques-gestion"": 0, ""competence-electronique-systemes"": 0, ""competence-multimedia-telecommunications"": 4, ""competence-statistiques-informatique"": 5}",management,,entrepreneuriat,hybride,parcours-isaia
cand-000804,matiere_synthetique_6,16.42,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 4, ""competence-statistiques-informatique"": 4}",agriculture;finance,,fonction_publique,teletravail,parcours-esiia
cand-000890,matiere_synthetique_18;matiere_synthetique_16;matiere_synthetique_13,14.64,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 2, ""competence-statistiques-informatique"": 2}",informatique;agriculture,projet_associatif,salariat,terrain,parcours-esiia
cand-000127,matiere_synthetique_19;matiere_synthetique_13;matiere_synthetique_3,15.64,"{""competence-techniques-informatiques-gestion"": 2, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 2, ""competence-statistiques-informatique"": 2}",design;agriculture;ecologie,projet_personnel_tech;projet_associatif,recherche,hybride,parcours-esiia
cand-000301,matiere_synthetique_5,13.13,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 3, ""competence-multimedia-telecommunications"": 3, ""competence-statistiques-informatique"": 5}",agriculture;management,,fonction_publique,hybride,parcours-isaia
cand-001999,matiere_synthetique_8;matiere_synthetique_18,10.23,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 4, ""competence-multimedia-telecommunications"": 2, ""competence-statistiques-informatique"": 3}",management;tourisme,projet_personnel_tech,salariat,bureau,parcours-igglia
cand-001050,matiere_synthetique_12,9.53,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 4, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 5}",finance;agriculture,,fonction_publique,terrain,parcours-igglia
cand-000820,matiere_synthetique_13,12.72,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 2, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 0}",tourisme,projet_personnel_tech,recherche,hybride,parcours-imticia
cand-001704,matiere_synthetique_6;matiere_synthetique_6;matiere_synthetique_13,13.35,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 1, ""competence-multimedia-telecommunications"": 4, ""competence-statistiques-informatique"": 2}",sante;agriculture;robotique,projet_personnel_tech,fonction_publique,terrain,parcours-igglia
cand-001786,matiere_synthetique_10;matiere_synthetique_15;matiere_synthetique_17,14.32,"{""competence-techniques-informatiques-gestion"": 0, ""competence-electronique-systemes"": 3, ""competence-multimedia-telecommunications"": 4, ""competence-statistiques-informatique"": 5}",tourisme;informatique,,fonction_publique,terrain,parcours-isaia
cand-000606,matiere_synthetique_14,7.71,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 4, ""competence-multimedia-telecommunications"": 2, ""competence-statistiques-informatique"": 4}",ecologie;tourisme;design,projet_personnel_tech,enseignement,hybride,parcours-igglia
cand-000509,matiere_synthetique_16,15.96,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 4, ""competence-statistiques-informatique"": 1}",tourisme;management;informatique,projet_associatif,recherche,bureau,parcours-igglia
cand-001437,matiere_synthetique_19,13.95,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 3, ""competence-multimedia-telecommunications"": 1, ""competence-statistiques-informatique"": 2}",informatique;sante;design,projet_associatif,salariat,teletravail,parcours-igglia
cand-000810,matiere_synthetique_19;matiere_synthetique_3;matiere_synthetique_2,9.4,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 1, ""competence-multimedia-telecommunications"": 2, ""competence-statistiques-informatique"": 5}",finance;management,projet_personnel_tech,fonction_publique,bureau,parcours-igglia
cand-000991,matiere_synthetique_16,12.04,"{""competence-techniques-informatiques-gestion"": 3, ""competence-electronique-systemes"": 4, ""competence-multimedia-telecommunications"": 1, ""competence-statistiques-informatique"": 3}",informatique,,fonction_publique,terrain,parcours-esiia
cand-000529,matiere_synthetique_12,20.0,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 2, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 5}",design;tourisme;ecologie,projet_associatif,entrepreneuriat,teletravail,parcours-igglia
cand-001115,matiere_synthetique_9,11.4,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 5}",management;ecologie,,entrepreneuriat,hybride,parcours-igglia
cand-001733,matiere_synthetique_14;matiere_synthetique_16;matiere_synthetique_3,12.01,"{""competence-techniques-informatiques-gestion"": 3, ""competence-electronique-systemes"": 2, ""competence-multimedia-telecommunications"": 2, ""competence-statistiques-informatique"": 5}",agriculture;informatique;sante,,fonction_publique,hybride,parcours-isaia
cand-000266,matiere_synthetique_10;matiere_synthetique_2;matiere_synthetique_19,12.45,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 1, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 1}",design;informatique;ecologie,,fonction_publique,terrain,parcours-imticia
cand-001249,matiere_synthetique_15,11.26,"{""competence-techniques-informatiques-gestion"": 1, ""competence-electronique-systemes"": 2, ""competence-multimedia-telecommunications"": 1, ""competence-statistiques-informatique"": 5}",tourisme;sante,projet_personnel_tech,enseignement,terrain,parcours-isaia
cand-001462,matiere_synthetique_16;matiere_synthetique_8;matiere_synthetique_12,15.5,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 4, ""competence-multimedia-telecommunications"": 1, ""competence-statistiques-informatique"": 2}",management;sante,projet_personnel_tech,recherche,terrain,parcours-igglia
cand-001108,matiere_synthetique_4;matiere_synthetique_12;matiere_synthetique_7,12.11,"{""competence-techniques-informatiques-gestion"": 0, ""competence-electronique-systemes"": 4, ""competence-multimedia-telecommunications"": 3, ""competence-statistiques-informatique"": 5}",tourisme,projet_personnel_tech,salariat,bureau,parcours-isaia
cand-001662,matiere_synthetique_19;matiere_synthetique_16;matiere_synthetique_7,9.78,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 2, ""competence-multimedia-telecommunications"": 3, ""competence-statistiques-informatique"": 5}",informatique;tourisme,,entrepreneuriat,terrain,parcours-igglia
cand-001661,matiere_synthetique_12;matiere_synthetique_12,13.05,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 2, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 5}",finance;informatique,projet_personnel_tech,recherche,teletravail,parcours-imticia
cand-001926,matiere_synthetique_19;matiere_synthetique_20,12.57,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 3, ""competence-statistiques-informatique"": 5}",ecologie,projet_personnel_tech;projet_associatif,fonction_publique,teletravail,parcours-esiia
cand-000779,matiere_synthetique_5,16.02,"{""competence-techniques-informatiques-gestion"": 1, ""competence-electronique-systemes"": 1, ""competence-multimedia-telecommunications"": 2, ""competence-statistiques-informatique"": 4}",agriculture;sante;design,projet_personnel_tech;projet_associatif,enseignement,bureau,parcours-isaia
cand-001165,matiere_synthetique_16;matiere_synthetique_3,8.94,"{""competence-techniques-informatiques-gestion"": 1, ""competence-electronique-systemes"": 1, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 5}",design,,entrepreneuriat,teletravail,parcours-imticia
cand-001505,matiere_synthetique_16;matiere_synthetique_19;matiere_synthetique_9,13.92,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 4, ""competence-multimedia-telecommunications"": 1, ""competence-statistiques-informatique"": 2}",ecologie;sante;design,projet_associatif,salariat,teletravail,parcours-igglia
cand-001996,matiere_synthetique_8;matiere_synthetique_16,16.72,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 2, ""competence-multimedia-telecommunications"": 2, ""competence-statistiques-informatique"": 3}",robotique;tourisme;sante,,entrepreneuriat,bureau,parcours-igglia
