id_candidat,matieres_preferees,moyenne_scolaire,competences,centres_interet,projets,preferences_professionnelles,environnement_travail,parcours_cible
cand-001843,matiere_synthetique_17,15.37,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 0, ""competence-multimedia-telecommunications"": 3, ""competence-statistiques-informatique"": 0}",finance,projet_personnel_tech,enseignement,terrain,parcours-caa
cand-001511,matiere_synthetique_14;matiere_synthetique_12,16.39,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 4, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 2}",ecologie;finance,,fonction_publique,terrain,parcours-tee
cand-001282,matiere_synthetique_4;matiere_synthetique_17;matiere_synthetique_18,14.24,"{""competence-techniques-informatiques-gestion"": 0, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 2, ""competence-statistiques-informatique"": 4}",finance;ecologie;design,,salariat,bureau,parcours-esiia
cand-001220,matiere_synthetique_15;matiere_synthetique_12,16.55,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 3, ""competence-multimedia-telecommunications"": 2, ""competence-statistiques-informatique"": 4}",ecologie,projet_personnel_tech,salariat,teletravail,parcours-pip
cand-001633,matiere_synthetique_10,12.64,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 2, ""competence-statistiques-informatique"": 2}",ecologie;management,,salariat,hybride,parcours-igglia
cand-000871,matiere_synthetique_7,13.76,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 1, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 5}",tourisme;informatique,,entrepreneuriat,terrain,parcours-icmp
cand-001258,matiere_synthetique_11;matiere_synthetique_1,9.77,"{""competence-techniques-informatiques-gestion"": 1, ""competence-electronique-systemes"": 0, ""competence-multimedia-telecommunications"": 2, ""competence-statistiques-informatique"": 5}",management,,recherche,bureau,parcours-dtja
cand-000419,matiere_synthetique_10,18.51,"{""competence-techniques-informatiques-gestion"": 3, ""competence-electronique-systemes"": 1, ""competence-multimedia-telecommunications"": 0, ""competence-statistiques-informatique"": 5}",management;informatique,projet_associatif,entrepreneuriat,bureau,parcours-emii
cand-001014,matiere_synthetique_19;matiere_synthetique_6,10.74,"{""competence-techniques-informatiques-gestion"": 2, ""competence-electronique-systemes"": 2, ""competence-multimedia-telecommunications"": 2, ""competence-statistiques-informatique"": 2}",sante;tourisme,,fonction_publique,terrain,parcours-fic
cand-000489,matiere_synthetique_15;matiere_synthetique_20;matiere_synthetique_19,9.86,"{""competence-techniques-informatiques-gestion"": 0, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 1, ""competence-statistiques-informatique"": 1}",sante;agriculture;finance,,salariat,terrain,parcours-gca
cand-001723,matiere_synthetique_11,15.18,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 3, ""competence-statistiques-informatique"": 3}",tourisme,projet_personnel_tech,recherche,terrain,parcours-iaa
cand-001714,matiere_synthetique_19,19.07,"{""competence-techniques-informatiques-gestion"": 3, ""competence-electronique-systemes"": 1, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 5}",agriculture;design,projet_personnel_tech,salariat,terrain,parcours-aee
cand-000658,matiere_synthetique_3;matiere_synthetique_17,17.43,"{""competence-techniques-informatiques-gestion"": 2, ""competence-electronique-systemes"": 2, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 5}",tourisme;design,,entrepreneuriat,hybride,parcours-caa
cand-001193,matiere_synthetique_8,13.65,"{""competence-techniques-informatiques-gestion"": 2, ""competence-electronique-systemes"": 2, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 2}",robotique;design;management,projet_personnel_tech,recherche,hybride,parcours-iaa
cand-000381,matiere_synthetique_5,18.15,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 0, ""competence-multimedia-telecommunications"": 3, ""competence-statistiques-informatique"": 4}",design;informatique,,enseignement,teletravail,parcours-imticia
cand-000956,matiere_synthetique_9;matiere_synthetique_15;matiere_synthetique_12,16.05,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 4, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 5}",management;finance;ecologie,projet_personnel_tech,recherche,terrain,parcours-dtja
cand-001727,matiere_synthetique_3;matiere_synthetique_2;matiere_synthetique_18,10.43,"{""competence-techniques-informatiques-gestion"": 1, ""competence-electronique-systemes"": 4, ""competence-multimedia-telecommunications"": 1, ""competence-statistiques-informatique"": 5}",finance;management,,fonction_publique,hybride,parcours-igglia
cand-001747,matiere_synthetique_6;matiere_synthetique_3,10.04,"{""competence-techniques-informatiques-gestion"": 2, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 4, ""competence-statistiques-informatique"": 3}",informatique,projet_associatif,recherche,terrain,parcours-fic
cand-001588,matiere_synthetique_7,6.85,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 4, ""competence-multimedia-telecommunications"": 1, ""competence-statistiques-informatique"": 5}",sante;ecologie,,salariat,terrain,parcours-tee
cand-001205,matiere_synthetique_6;matiere_synthetique_6,13.88,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 1, ""competence-multimedia-telecommunications"": 3, ""competence-statistiques-informatique"": 3}",robotique,,entrepreneuriat,hybride,parcours-tee
cand-000799,matiere_synthetique_16;matiere_synthetique_6,18.8,"{""competence-techniques-informatiques-gestion"": 2, ""competence-electronique-systemes"": 2, ""competence-multimedia-telecommunications"": 3, ""competence-statistiques-informatique"": 5}",finance;robotique;management,,recherche,hybride,parcours-esiia
cand-000488,matiere_synthetique_10;matiere_synthetique_20;matiere_synthetique_13,11.85,"{""competence-techniques-informatiques-gestion"": 1, ""competence-electronique-systemes"": 3, ""competence-multimedia-telecommunications"": 4, ""competence-statistiques-informatique"": 0}",agriculture;management;sante,projet_personnel_tech,recherche,terrain,parcours-aee
cand-000437,matiere_synthetique_5,10.79,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 2, ""competence-multimedia-telecommunications"": 0, ""competence-statistiques-informatique"": 5}",sante;agriculture;finance,,enseignement,terrain,parcours-esiia
cand-001867,matiere_synthetique_10;matiere_synthetique_17;matiere_synthetique_6,10.9,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 1, ""competence-multimedia-telecommunications"": 1, ""competence-statistiques-informatique"": 5}",tourisme;design;sante,projet_personnel_tech;projet_associatif,entrepreneuriat,hybride,parcours-icmp
cand-000315,matiere_synthetique_20;matiere_synthetique_14,16.25,"{""competence-techniques-informatiques-gestion"": 0, ""competence-electronique-systemes"": 2, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 5}",robotique,,recherche,hybride,parcours-tee
cand-001331,matiere_synthetique_17,16.06,"{""competence-techniques-informatiques-gestion"": 3, ""competence-electronique-systemes"": 0, ""competence-multimedia-telecommunications"": 2, ""competence-statistiques-informatique"": 5}",management;design;sante,,entrepreneuriat,hybride,parcours-dtja
cand-001024,matiere_synthetique_16;matiere_synthetique_13,12.15,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 4, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 1}",ecologie;management;sante,,enseignement,hybride,parcours-gca
cand-001637,matiere_synthetique_19;matiere_synthetique_17,12.53,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 1, ""competence-multimedia-telecommunications"": 4, ""competence-statistiques-informatique"": 3}",ecologie,projet_personnel_tech,fonction_publique,hybride,parcours-tee
cand-000482,matiere_synthetique_19;matiere_synthetique_3,14.38,"{""competence-techniques-informatiques-gestion"": 1, ""competence-electronique-systemes"": 3, ""competence-multimedia-telecommunications"": 4, ""competence-statistiques-informatique"": 3}",informatique;management;design,projet_personnel_tech,enseignement,hybride,parcours-teh
cand-000774,matiere_synthetique_13;matiere_synthetique_11,14.11,"{""competence-techniques-informatiques-gestion"": 3, ""competence-electronique-systemes"": 2, ""competence-multimedia-telecommunications"": 3, ""competence-statistiques-informatique"": 4}",finance;robotique;informatique,,fonction_publique,terrain,parcours-tee
cand-001343,matiere_synthetique_2,17.83,"{""competence-techniques-informatiques-gestion"": 3, ""competence-electronique-systemes"": 1, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 5}",ecologie;sante;agriculture,projet_personnel_tech,entrepreneuriat,teletravail,parcours-tee
cand-000162,matiere_synthetique_13;matiere_synthetique_16;matiere_synthetique_9,9.61,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 3, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 1}",robotique,,enseignement,teletravail,parcours-icmp
cand-001586,matiere_synthetique_8;matiere_synthetique_16,15.92,"{""competence-techniques-informatiques-gestion"": 0, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 0, ""competence-statistiques-informatique"": 2}",robotique,projet_personnel_tech,entrepreneuriat,bureau,parcours-pip
cand-001516,matiere_synthetique_3;matiere_synthetique_18;matiere_synthetique_8,10.04,"{""competence-techniques-informatiques-gestion"": 2, ""competence-electronique-systemes"": 1, ""competence-multimedia-telecommunications"": 4, ""competence-statistiques-informatique"": 4}",ecologie,,recherche,teletravail,parcours-aee
cand-001124,matiere_synthetique_19,13.26,"{""competence-techniques-informatiques-gestion"": 2, ""competence-electronique-systemes"": 1, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 5}",design,projet_personnel_tech,enseignement,bureau,parcours-teh
cand-000000,matiere_synthetique_4;matiere_synthetique_1;matiere_synthetique_9,10.9,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 4, ""competence-multimedia-telecommunications"": 0, ""competence-statistiques-informatique"": 2}",informatique;sante;agriculture,,salariat,hybride,parcours-caa
cand-001216,matiere_synthetique_20,13.66,"{""competence-techniques-informatiques-gestion"": 3, ""competence-electronique-systemes"": 2, ""competence-multimedia-telecommunications"": 1, ""competence-statistiques-informatique"": 3}",agriculture;finance;sante,,recherche,bureau,parcours-isaia
cand-001987,matiere_synthetique_3,15.93,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 1, ""competence-multimedia-telecommunications"": 2, ""competence-statistiques-informatique"": 0}",ecologie;finance;management,projet_personnel_tech,entrepreneuriat,hybride,parcours-dtja
cand-001873,matiere_synthetique_14,12.99,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 4, ""competence-multimedia-telecommunications"": 3, ""competence-statistiques-informatique"": 5}",agriculture,,enseignement,bureau,parcours-icmp
cand-000976,matiere_synthetique_11;matiere_synthetique_8;matiere_synthetique_11,13.36,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 2, ""competence-multimedia-telecommunications"": 2, ""competence-statistiques-informatique"": 5}",informatique,,salariat,bureau,parcours-teh
cand-000916,matiere_synthetique_4;matiere_synthetique_5,17.82,"{""competence-techniques-informatiques-gestion"": 2, ""competence-electronique-systemes"": 1, ""competence-multimedia-telecommunications"": 1, ""competence-statistiques-informatique"": 2}",tourisme;management,projet_personnel_tech,recherche,teletravail,parcours-tee
cand-000068,matiere_synthetique_9;matiere_synthetique_13,12.56,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 1, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 2}",tourisme;management,,enseignement,hybride,parcours-tee
cand-000828,matiere_synthetique_1;matiere_synthetique_20,16.98,"{""competence-techniques-informatiques-gestion"": 3, ""competence-electronique-systemes"": 3, ""competence-multimedia-telecommunications"": 1, ""competence-statistiques-informatique"": 5}",ecologie;finance,,entrepreneuriat,terrain,parcours-gca
cand-001550,matiere_synthetique_6;matiere_synthetique_10,12.5,"{""competence-techniques-informatiques-gestion"": 2, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 2}",agriculture,,entrepreneuriat,bureau,parcours-gca
cand-001552,matiere_synthetique_8,10.01,"{""competence-techniques-informatiques-gestion"": 0, ""competence-electronique-systemes"": 4, ""competence-multimedia-telecommunications"": 1, ""competence-statistiques-informatique"": 1}",management;agriculture,projet_personnel_tech,recherche,terrain,parcours-isaia
cand-000070,matiere_synthetique_12;matiere_synthetique_16,8.69,"{""competence-techniques-informatiques-gestion"": 1, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 3, ""competence-statistiques-informatique"": 2}",sante;ecologie;tourisme,projet_personnel_tech,enseignement,terrain,parcours-gca
cand-000351,matiere_synthetique_19;matiere_synthetique_5;matiere_synthetique_7,12.72,"{""competence-techniques-informatiques-gestion"": 2, ""competence-electronique-systemes"": 1, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 1}",agriculture;sante,,salariat,hybride,parcours-igglia
cand-001435,matiere_synthetique_19;matiere_synthetique_8,9.46,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 4, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 5}",agriculture;sante,,recherche,bureau,parcours-emii
cand-000591,matiere_synthetique_13;matiere_synthetique_18;matiere_synthetique_5,19.06,"{""competence-techniques-informatiques-gestion"": 3, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 3, ""competence-statistiques-informatique"": 3}",agriculture,projet_personnel_tech,entrepreneuriat,hybride,parcours-isaia
cand-000802,matiere_synthetique_20;matiere_synthetique_14,16.3,"{""competence-techniques-informatiques-gestion"": 1, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 1, ""competence-statistiques-informatique"": 5}",design,,recherche,hybride,parcours-emp
cand-000920,matiere_synthetique_20;matiere_synthetique_7,10.77,"{""competence-techniques-informatiques-gestion"": 3, ""competence-electronique-systemes"": 1, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 4}",ecologie,,entrepreneuriat,hybride,parcours-tee
cand-001593,matiere_synthetique_11;matiere_synthetique_1;matiere_synthetique_7,13.12,"{""competence-techniques-informatiques-gestion"": 2, ""competence-electronique-systemes"": 1, ""competence-multimedia-telecommunications"": 3, ""competence-statistiques-informatique"": 1}",finance,projet_associatif,fonction_publique,teletravail,parcours-aee
cand-001162,matiere_synthetique_14;matiere_synthetique_16;matiere_synthetique_2,16.24,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 3}",finance;informatique,projet_personnel_tech,entrepreneuriat,bureau,parcours-esiia
cand-001558,matiere_synthetique_7,18.32,"{""competence-techniques-informatiques-gestion"": 2, ""competence-electronique-systemes"": 4, ""competence-multimedia-telecommunications"": 2, ""competence-statistiques-informatique"": 5}",agriculture;informatique,,fonction_publique,bureau,parcours-iaa
cand-000396,matiere_synthetique_16;matiere_synthetique_8;matiere_synthetique_2,12.08,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 3, ""competence-multimedia-telecommunications"": 3, ""competence-statistiques-informatique"": 5}",ecologie;agriculture;finance,,fonction_publique,hybride,parcours-esiia
cand-000163,matiere_synthetique_14,8.81,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 3, ""competence-multimedia-telecommunications"": 1, ""competence-statistiques-informatique"": 0}",informatique,,salariat,bureau,parcours-caa
cand-001084,matiere_synthetique_7,14.64,"{""competence-techniques-informatiques-gestion"": 3, ""competence-electronique-systemes"": 0, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 1}",tourisme,projet_personnel_tech,enseignement,terrain,parcours-emp
cand-000343,matiere_synthetique_17,18.33,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 1, ""competence-multimedia-telecommunications"": 1, ""competence-statistiques-informatique"": 5}",management;tourisme;finance,,fonction_publique,bureau,parcours-igglia
cand-001264,matiere_synthetique_20,9.34,"{""competence-techniques-informatiques-gestion"": 3, ""competence-electronique-systemes"": 3, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 2}",informatique;agriculture;sante,projet_personnel_tech,fonction_publique,terrain,parcours-gca
cand-000005,matiere_synthetique_19;matiere_synthetique_16;matiere_synthetique_8,17.08,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 1, ""competence-multimedia-telecommunications"": 3, ""competence-statistiques-informatique"": 4}",informatique;management;robotique,,entrepreneuriat,terrain,parcours-emp
cand-000063,matiere_synthetique_20;matiere_synthetique_16;matiere_synthetique_16,10.09,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 0, ""competence-multimedia-telecommunications"": 3, ""competence-statistiques-informatique"": 3}",robotique,,salariat,bureau,parcours-teh
cand-000733,matiere_synthetique_7,10.56,"{""competence-techniques-informatiques-gestion"": 1, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 1}",tourisme;robotique;ecologie,projet_personnel_tech,fonction_publique,hybride,parcours-isaia
cand-001244,matiere_synthetique_6;matiere_synthetique_8;matiere_synthetique_2,14.72,"{""competence-techniques-informatiques-gestion"": 3, ""competence-electronique-systemes"": 1, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 1}",robotique,projet_associatif,recherche,hybride,parcours-esiia
cand-000125,matiere_synthetique_8,17.24,"{""competence-techniques-informatiques-gestion"": 1, ""competence-electronique-systemes"": 1, ""competence-multimedia-telecommunications"": 4, ""competence-statistiques-informatique"": 1}",agriculture;robotique,,fonction_publique,teletravail,parcours-esiia
cand-000604,matiere_synthetique_1,16.89,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 0, ""competence-statistiques-informatique"": 5}",ecologie;design,projet_personnel_tech,entrepreneuriat,hybride,parcours-emp
cand-001849,matiere_synthetique_14,10.93,"{""competence-techniques-informatiques-gestion"": 1, ""competence-electronique-systemes"": 1, ""competence-multimedia-telecommunications"": 3, ""competence-statistiques-informatique"": 1}",agriculture;informatique;finance,,entrepreneuriat,hybride,parcours-icmp
cand-001314,matiere_synthetique_15;matiere_synthetique_19,7.71,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 4, ""competence-multimedia-telecommunications"": 1, ""competence-statistiques-informatique"": 2}",agriculture;management;robotique,projet_personnel_tech,enseignement,bureau,parcours-teh
cand-000968,matiere_synthetique_13;matiere_synthetique_17,12.91,"{""competence-techniques-informatiques-gestion"": 1, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 3}",tourisme;agriculture;ecologie,,recherche,teletravail,parcours-pip
cand-000562,matiere_synthetique_1;matiere_synthetique_11;matiere_synthetique_8,8.7,"{""competence-techniques-informatiques-gestion"": 1, ""competence-electronique-systemes"": 3, ""competence-multimedia-telecommunications"": 4, ""competence-statistiques-informatique"": 3}",agriculture;robotique;tourisme,projet_personnel_tech,salariat,bureau,parcours-esiia
cand-001657,matiere_synthetique_3;matiere_synthetique_19,18.51,"{""competence-techniques-informatiques-gestion"": 1, ""competence-electronique-systemes"": 2, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 4}",agriculture,projet_associatif,recherche,hybride,parcours-isaia
cand-001979,matiere_synthetique_4;matiere_synthetique_9;matiere_synthetique_3,8.94,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 0, ""competence-multimedia-telecommunications"": 4, ""competence-statistiques-informatique"": 3}",tourisme,,entrepreneuriat,bureau,parcours-iaa
cand-001844,matiere_synthetique_11,8.23,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 3, ""competence-multimedia-telecommunications"": 4, ""competence-statistiques-informatique"": 5}",agriculture,,salariat,hybride,parcours-teh
cand-000646,matiere_synthetique_6;matiere_synthetique_9;matiere_synthetique_6,14.22,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 3, ""competence-multimedia-telecommunications"": 1, ""competence-statistiques-informatique"": 2}",management,projet_personnel_tech,entrepreneuriat,hybride,parcours-dtja
cand-001336,matiere_synthetique_9,10.66,"{""competence-techniques-informatiques-gestion"": 2, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 2, ""competence-statistiques-informatique"": 3}",agriculture,projet_personnel_tech,enseignement,terrain,parcours-gca
cand-001760,matiere_synthetique_16;matiere_synthetique_9;matiere_synthetique_12,16.43,"{""competence-techniques-informatiques-gestion"": 1, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 4, ""competence-statistiques-informatique"": 4}",ecologie;finance,,recherche,bureau,parcours-emii
cand-001590,matiere_synthetique_19;matiere_synthetique_17,11.75,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 2, ""competence-statistiques-informatique"": 3}",robotique,projet_personnel_tech,fonction_publique,bureau,parcours-imticia
cand-000669,matiere_synthetique_10;matiere_synthetique_13,16.96,"{""competence-techniques-informatiques-gestion"": 3, ""competence-electronique-systemes"": 4, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 4}",finance,,entrepreneuriat,teletravail,parcours-teh
cand-000330,matiere_synthetique_6;matiere_synthetique_15,9.87,"{""competence-techniques-informatiques-gestion"": 1, ""competence-electronique-systemes"": 2, ""competence-multimedia-telecommunications"": 2, ""competence-statistiques-informatique"": 3}",finance,projet_personnel_tech;projet_associatif,fonction_publique,hybride,parcours-esiia
